ID,Name,KG,For Sale,Sale Price,Fert/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
2895,,41,False,0,86,common,5,nice,Green Comb,,Spelunker,Green Feet,,Snow White,,Miami,,,8756,135.6,35,0,True
2896,,13,False,0,30,common,4,nice,Framez,,Banger,,,Snow White,,Cornhusk,,,8757,135.59,35,0,True
2897,,13,False,0,30,common,5,elite,Mullet,Prized Coq,,Spurs,,Snow White,,Vermillion,,,8759,135.58,35,0,True
2898,,13,False,0,30,common,5,rare,Purple Comb,,Spelunker,Green Feet,,Midnight,,Turquoisey,,,8760,135.52,35,0,True
2899,,10,True,48.8,24,common,5,rare,,Sash,Banger,Sneaker Head,,Snow White,,Royale,,,8761,135.51,35,0,True
2900,,10,True,37.8,24,common,5,rare,Green Comb,,Lord Quas,Ball'n Chain,,Snow White,,Turquoisey,,,8764,135.43,35,0,True
2901,,10,False,0,24,common,5,nice,Purple Comb,Red Bowtie,The Key,,,Passion Red,,Periwinkle,,,8767,135.38,35,0,True
2902,,10,False,0,24,common,5,nice,Roodboi Rootie,,,Buckaroo,,Snow White,Black Trim,Periwinkle,,,8773,135.31,35,0,True
2903,,17,True,249.69,38,common,2,Common,,,,,,Snow White,,Plum,,,8782,135.05,35,19.8,True
2904,,36,False,0,76,common,5,rare,,,Spelunker,All Stars,,Snow White,Avax Trim,Plum,,,8787,135.02,35,6.55,True
2905,,1,False,0,1,common,4,elite,Gentleman's Pipe,,,Greaves,,Snow White,,Venus,,,8788,135.01,35,0,False
2906,,10,False,0,24,common,4,nice,,,Banger,,,Snow White,Black Trim,Miami,,,8789,135,35,0,True
2907,,10,False,0,24,common,5,nice,Green Comb,Coq Tags,Banger,,,Snow White,,Cornhusk,,,8790,134.99,35,0,True
2908,,10,False,0,24,common,3,elite,,Clockchain,,,,Snow White,,Atlantis,,,8797,134.9,35,0,True
2909,,10,False,0,24,common,4,elite,Chrome Dome,,,Iron Claw,,Bullion,,Periwinkle,,,8808,134.61,35,0,True
2910,,10,False,0,24,common,4,elite,,Bitcoin Maxi,,Green Feet,,Snow White,,Cornhusk,,,8809,134.58,35,0,True
2911,,10,False,0,24,common,5,rare,Laser Eye,Prized Coq,,Buckaroo,,Mutant Purple,,Tangerine,,,8814,134.46,35,0,True
2912,,10,False,0,24,common,4,elite,Hairy Old Man,Chick Magnet,,,,Nightstalker Blue,,Turquoisey,,,8815,134.46,35,0,True
2913,,47,False,0,98,common,4,rare,Golden Comb,,Fancy Sword,,,Snow White,,Tangerine,,,8818,134.43,35,13.99,True
2914,,10,False,0,24,common,4,rare,Sombrero,,,Green Feet,,Nightstalker Blue,,Turquoisey,,,8821,134.39,35,0,True
2915,,24,False,0,52,common,3,elite,,,,Greaves,,Passion Red,,Vulcan,,,8822,134.38,35,0,True
2916,,10,False,0,24,common,4,nice,Mullet,,Toot-Toot,,,Snow White,,Turquoisey,,,8827,134.32,35,0,True
2917,,10,False,0,24,common,5,rare,,Coq Tags,Big Stick,All Stars,,Passion Red,,Periwinkle,,,8830,134.31,35,0,True
2918,,10,False,0,24,common,5,rare,Cap,,,Ball'n Chain,,Frog Green,Avax Trim,Plum,,,8831,134.31,35,0,True
2919,,1,False,0,1,common,2,Common,,,,,,Snow White,,Turquoisey,,,8832,134.26,35,0,False
2920,,10,False,0,24,common,4,elite,,Prized Coq,A Fresh Baguette,,,Bullion,,Plum,,,8836,134.21,35,0,True
2921,,1,False,0,1,common,5,rare,,Red Bowtie,CD-RW,Ball'n Chain,,Nightstalker Blue,,Turquoisey,,,8838,134.21,35,0,False
2922,,10,False,0,24,common,2,Common,,,,,,Snow White,,Periwinkle,,,8841,134.12,35,0,True
2923,,10,False,0,24,common,4,nice,Snorkel,,A Fresh Baguette,,,Snow White,,Turquoisey,,,8846,134.06,35,0,True
2924,,48,False,0,100,common,3,elite,,,,Greaves,,Nightstalker Blue,,Vulcan,,,8847,134.05,35,14,True
2925,,10,False,0,24,common,5,rare,Beret,Lei,,Ball'n Chain,,Frog Green,,Turquoisey,,,8850,134.05,35,0,True
2926,,20,False,0,44,common,5,nice,Coqpit Commander,a little rag,,Buckaroo,,Passion Red,,Turquoisey,,,8853,134,35,7.5,True
2927,,10,False,0,24,common,4,rare,,,Lord Quas,Ball'n Chain,,Frog Green,,Venus,,,8855,133.97,35,0,True
2928,,1,False,0,1,common,5,nice,Celestial Comb,,9-iron,Buckaroo,,Passion Red,,Plum,,,8857,133.96,35,0,False
2929,,14,True,45,32,common,5,elite,,a little rag,Shovel,Spurs,,Mutant Purple,,Plum,,,8859,133.94,35,0,True
2930,,14,False,0,32,common,4,rare,,,Fresh Fish,,,Snow White,Avax Trim,Vermillion,,,8860,133.93,35,7.899,True
2931,,10,False,0,24,common,4,rare,Mullet,,,Red Feet,,Midnight,,Venus,,,8864,133.9,35,0,True
2932,,10,False,0,24,common,5,rare,Celestial Comb,,Love Balloon,Green Feet,,Mutant Purple,,Cornhusk,,,8868,133.87,35,0,True
2933,,10,False,0,24,common,5,nice,,Stethoscope,Gainz,Golden Feet,,Frog Green,,Tangerine,,,8869,133.84,35,0,True
2934,,1,False,0,1,common,5,rare,Hairy Old Man,,,Ball'n Chain,,Snow White,Black Trim,Periwinkle,,,8872,133.78,35,0,False
2935,,10,False,0,24,common,5,nice,Celestial Comb,,Avax Banger,Croqs,,Snow White,,Plum,,,8873,133.77,35,0,True
2936,,10,False,0,24,common,4,rare,,Shoulder Armour,Banger,,,Mutant Purple,,Plum,,,8874,133.73,35,0,True
2937,,10,False,0,24,common,2,Common,,,,,,Snow White,,Cornhusk,,,8876,133.66,35,0,True
2938,,24,False,0,52,common,5,rare,Fez,Bone Necklace,,Red Feet,,Snow White,,Plum,,,8879,133.6,35,0,True
2939,,21,False,0,46,common,5,rare,,Red Bowtie,Sword,All Stars,,Mutant Purple,,Periwinkle,,,8881,133.57,35,0,True
2940,,31,False,0,66,common,4,elite,Construction Helmet,,,Spurs,,Mutant Purple,,Miami,,,8885,133.41,35,7.2,True
2941,,10,False,0,24,common,5,rare,,Red Bowtie,CD-RW,Sneaker Head,,Mutant Purple,,Periwinkle,,,8886,133.41,35,0,True
2942,,10,False,0,24,common,5,rare,Snorkel,Stethoscope,,Ball'n Chain,,Passion Red,,Turquoisey,,,8901,133.14,35,0,True
2943,,1,False,0,1,common,4,Common,Dirty Bird,,Big Stick,,,Snow White,,Plum,,,8902,133.14,35,0,False
2944,,10,True,37.9,24,common,4,rare,Rosebud,,,Ball'n Chain,,Snow White,,Periwinkle,,,8903,133.11,35,0,True
2945,,10,False,0,24,common,5,rare,Happy Birthday,Stethoscope,,Ball'n Chain,,Mutant Purple,,Vermillion,,,8909,132.94,35,0,True
2946,,14,True,43,32,common,5,rare,Beanie,Shoulder Armour,,Green Feet,,Snow White,,Periwinkle,,,8912,132.89,35,0,True
2947,,22,False,0,48,common,5,nice,Celestial Comb,,The Key,Iron Claw,,Frog Green,,Turquoisey,,,8916,132.87,35,6.999,True
2948,,1,False,0,1,common,4,legendary,,Sash,,Golden Greaves,,Frog Green,,Periwinkle,,,8917,132.83,35,0,False
2949,,19,False,0,42,common,5,nice,Green Comb,Coq Tags,Shovel,,,Snow White,,Periwinkle,,,8918,132.83,35,6.5,True
2950,,10,False,0,24,common,5,nice,Green Comb,,Big Stick,Iron Claw,,Frog Green,,Turquoisey,,,8922,132.8,35,0,True
2951,,10,False,0,24,common,4,nice,Sesh Hat,Lei,,,,Frog Green,,Solana,,,8923,132.79,35,0,True
2952,,41,False,0,86,common,4,rare,Coachella,Stop Loss,,,,Mutant Purple,,Vermillion,,,8926,132.73,35,0,True
2953,,14,True,40,32,common,5,nice,Purple Comb,,Banger,Croqs,,Nightstalker Blue,,Plum,,,8929,132.67,35,0,True
2954,,27,False,0,58,common,4,rare,Coqpit Commander,Prized Coq,,,,Mutant Purple,,Solana,,,8930,132.65,35,21,True
2955,,14,False,0,32,common,5,nice,Gentleman's Pipe,a little rag,,Red Feet,,Snow White,,Venus,,,8931,132.62,35,0,True
2956,,10,False,0,24,common,4,rare,,Red Bowtie,Not Football,,,Snow White,,Plum,,,8934,132.54,35,0,True
2957,,10,False,0,24,common,4,elite,Sesh Hat,,,Red Stilettos,,Mutant Purple,,Cornhusk,,,8943,132.4,35,0,True
2958,,10,False,0,24,common,5,rare,Grandpa,Lei,,Sneaker Head,,Snow White,,Turquoisey,,,8945,132.37,35,0,True
2959,,31,False,0,66,common,5,rare,Framez,Lei,,Ball'n Chain,,Frog Green,,Cornhusk,,,8947,132.35,35,0,True
2960,,10,False,0,24,common,5,nice,,a little rag,Home Run,Celestial Feet,,Passion Red,,Cornhusk,,,8948,132.33,35,0,True
2961,,24,False,0,52,common,5,rare,Hairy Old Man,Sash,,Ball'n Chain,,Mutant Purple,,Turquoisey,,,8952,132.31,35,0,True
2962,,1,False,0,1,common,4,elite,Woody,,,Blue Timbs,,Midnight,,Turquoisey,,,8953,132.27,35,0,False
2963,,1,False,0,1,common,5,rare,,a little rag,Big Ol' Corn Cob,Buckaroo,,Mutant Purple,,Periwinkle,,,8960,132.14,35,0,False
2964,,42,False,0,88,common,4,Common,Winterproof,,Big Stick,,,Snow White,,Turquoisey,,,8961,132.11,35,0,True
2965,,24,False,0,52,common,3,legendary,,,,Rugged,,Mutant Purple,,Plum,,,8966,132.04,35,7.5,True
2966,,21,False,0,46,common,4,elite,Coachella,,,Buckaroo,,Snow White,,Drummies,,,8970,131.94,35,7.45,True
2967,,32,False,0,68,common,4,rare,Beret,Sash,,,,Midnight,,Vermillion,,,8971,131.93,35,0,True
2968,,41,False,0,86,common,5,rare,Sunnies,Lei,,Sneaker Head,,Snow White,,Periwinkle,,,8974,131.89,35,0,True
2969,,28,False,0,60,common,4,elite,Beanie,Clockchain,,,,Frog Green,,Plum,,,8979,131.76,35,7,True
2970,,1,False,0,1,common,4,rare,,,CD-RW,Buckaroo,,Snow White,,Farm,,,8982,131.73,35,0,False
2971,,26,False,0,56,common,4,rare,Samurai,Red Bowtie,,,,Snow White,,Periwinkle,,,8983,131.72,35,6.99,True
2972,,29,False,0,62,common,5,nice,Woody,a little rag,,Celestial Feet,,Snow White,,Royale,,,8988,131.62,35,6.93,True
2973,,10,False,0,24,common,4,elite,Beret,,,Greaves,,Nightstalker Blue,,Vermillion,,,8998,131.55,35,27.9,True
2974,,10,False,0,24,common,5,rare,,Stethoscope,Big Stick,Sneaker Head,,Frog Green,,Periwinkle,,,8999,131.54,35,0,True
2975,,20,False,0,44,common,4,Common,Laser Eye,,Shovel,,,Snow White,,Turquoisey,,,9003,131.5,35,0,True
2976,,10,False,0,24,common,5,nice,Woody,Lei,,Celestial Feet,,Snow White,,Royale,,,9004,131.49,35,0,True
2977,,10,False,0,24,common,5,nice,Purple Comb,,Spelunker,Buckaroo,,Snow White,,Royale,,,9006,131.48,35,0,True
2978,,14,True,42,32,common,4,rare,,Stop Loss,,,Smokestack,Mutant Purple,,Cornhusk,,,9010,131.46,35,0,True
2979,,35,False,0,74,common,5,rare,Framez,Stethoscope,,All Stars,,Mutant Purple,,Plum,,,9014,131.43,35,15.99,True
2980,,1,False,0,1,common,4,elite,Dirty Bird,Chick Magnet,,,,Nightstalker Blue,,Periwinkle,,,9023,131.28,35,0,False
2981,,44,False,0,92,common,4,elite,Gentlechikn,,,Red Stilettos,,Snow White,,Plum,,,9026,131.26,35,6.99,True
2982,,10,False,0,24,common,4,rare,Samurai,Red Bowtie,,,,Snow White,,Cornhusk,,,9027,131.26,35,0,True
2983,,10,False,0,24,common,4,elite,,,Hoops,Greaves,,Nightstalker Blue,,Turquoisey,,,9031,131.2,35,0,True
2984,,10,False,0,24,common,4,rare,Sombrero,,,Celestial Feet,,Snow White,,Cornhusk,,,9034,131.18,35,0,True
2985,,24,False,0,52,common,5,elite,Beanie,a little rag,,Spurs,,Passion Red,,Plum,,,9037,131.13,35,14.6,True
2986,,10,False,0,24,common,3,elite,SuperVillain,,,,,Snow White,,Plum,,,9038,131.11,35,0,True
2987,,26,False,0,56,common,4,elite,Gentleman's Pipe,Clockchain,,,,Mutant Purple,,Plum,,,9039,131.08,35,6.5,True
2988,,10,False,0,24,common,4,elite,,,Hoops,Greaves,,Mutant Purple,,Cornhusk,,,9043,131,35,0,True
2989,,10,False,0,24,common,4,rare,Grandpa,,,All Stars,,Mutant Purple,,Solana,,,9048,130.87,35,0,True
2990,,10,False,0,24,common,5,rare,Cap,Shoulder Armour,,Celestial Feet,,Snow White,,Periwinkle,,,9055,130.78,35,0,True
2991,,10,False,0,24,common,4,nice,,Sash,Hoops,,,Snow White,,Venus,,,9056,130.78,35,0,True
2992,,33,False,0,70,common,4,elite,3D Specs,,,,,Obsidian,Black Trim,Cornhusk,,,9065,130.62,35,34.45,True
2993,,20,False,0,44,common,4,elite,Hairy Old Man,,,Black Stilettos,,Passion Red,,Plum,,,9067,130.58,35,0,True
2994,,18,False,0,40,common,3,elite,Woody,,,,,Obsidian,,Vibe,,,9076,130.45,35,8.43,True
2995,,10,False,0,24,common,5,nice,Coachella,Red Bowtie,,Croqs,,Frog Green,,Periwinkle,,,9083,130.23,35,0,True
2996,,10,False,0,24,common,5,rare,Green Comb,a little rag,,Ball'n Chain,,Snow White,,Farm,,,9090,130.07,35,0,True
2997,,10,False,0,24,common,5,rare,Roodboi Rootie,Coq Tags,,All Stars,,Snow White,,Turquoisey,,,9091,130.06,35,0,True
2998,,10,False,0,24,common,4,elite,Mullet,,,Red Stilettos,,Snow White,,Periwinkle,,,9093,130.02,35,0,True
2999,,10,False,0,24,common,4,nice,Golden Comb,,A Fresh Baguette,,,Snow White,,Solana,,,9095,129.87,35,0,True
3000,,10,False,0,24,common,5,nice,,Coq Tags,Big Ol' Corn Cob,Green Feet,,Frog Green,,Vermillion,,,9100,129.82,35,0,True
3001,,10,False,0,24,common,3,rare,,,Not Football,,,Snow White,,Vibe,,,9108,129.63,35,0,True
3002,,41,False,0,86,common,4,rare,Chrome Dome,,,Buckaroo,,Mutant Purple,,Venus,,,9112,129.57,35,0,True
3003,,10,False,0,24,common,4,rare,Rosebud,,,Red Feet,,Passion Red,,Turquoisey,,,9116,129.54,35,0,True
3004,,10,False,0,24,common,4,elite,,Chick Magnet,,Blue Timbs,,Passion Red,,Venus,,,9117,129.53,35,0,True
3005,,10,False,0,24,common,5,nice,Laser Eye,Red Bowtie,,Green Feet,,Frog Green,,Royale,,,9120,129.44,35,0,True
3006,,10,False,0,24,common,5,rare,Beanie,Lei,,Sneaker Head,,Mutant Purple,,Plum,,,9122,129.4,35,0,True
3007,,10,False,0,24,common,4,rare,,,Lord Quas,Green Feet,,Snow White,,Field,,,9128,129.36,35,0,True
3008,,10,False,0,24,common,4,rare,,Sash,Gainz,,,Snow White,,Vibe,,,9138,129.17,35,0,True
3009,,10,False,0,24,common,5,nice,Dirty Bird,Red Bowtie,,Iron Claw,,Passion Red,,Plum,,,9145,129.1,35,0,True
3010,,10,False,0,24,common,4,nice,Cap,,Banger,,,Snow White,,Plum,,,9146,129.09,35,0,True
3011,,10,False,0,24,common,5,rare,Beanie,Joseph Drip,,Red Feet,,Snow White,,Periwinkle,,,9147,129.08,35,0,True
3012,,18,False,0,40,common,3,rare,Rosebud,,,,,Frog Green,,Tangerine,,,9149,129.06,35,28.9,True
3013,,10,False,0,24,common,4,elite,Happy Birthday,,,Spurs,,Snow White,,Farm,,,9153,129.02,35,0,True
3014,,10,False,0,24,common,4,rare,Rosebud,,,Red Feet,,Mutant Purple,,Cornhusk,,,9154,129.02,35,0,True
3015,,10,False,0,24,common,4,elite,,,Spelunker,Black Stilettos,,Frog Green,,Periwinkle,,,9158,128.9,35,0,True
3016,,10,False,0,24,common,4,elite,Woody,,,Red Stilettos,,Snow White,,Periwinkle,,,9163,128.8,35,0,True
3017,,11,False,0,26,common,4,elite,Framez,Clockchain,,,,Snow White,,Turquoisey,,,9164,128.8,35,0,True
3018,,10,False,0,24,common,4,rare,,,Love Balloon,Ball'n Chain,,Midnight,,Plum,,,9167,128.76,35,0,True
3019,,10,False,0,24,common,4,elite,,,Avax Banger,Black Stilettos,,Snow White,,Turquoisey,,,9173,128.68,35,0,True
3020,,10,False,0,24,common,4,elite,Winterproof,,,Greaves,,Frog Green,,Tangerine,,,9174,128.67,35,0,True
3021,,10,False,0,24,common,5,rare,Grandpa,Red Bowtie,,Red Feet,,Snow White,,Vermillion,,,9176,128.64,35,0,True
3022,,10,False,0,24,common,4,elite,,Clockchain,,Iron Claw,,Passion Red,,Field,,,9180,128.57,35,0,True
3023,,10,False,0,24,common,4,rare,Green Comb,,Sword,,,Midnight,,Plum,,,9181,128.52,35,0,True
3024,,10,False,0,24,common,4,rare,Happy Birthday,,,Ball'n Chain,,Snow White,,Farm,,,9185,128.41,35,0,True
3025,,10,False,0,24,common,5,rare,Celestial Comb,,A Fresh Baguette,Ball'n Chain,,Snow White,,Periwinkle,,,9186,128.4,35,0,True
3026,,11,False,0,26,common,4,rare,PermaBull,Bone Necklace,,,,Snow White,,Turquoisey,,,9188,128.36,35,0,True
3027,,10,False,0,24,common,4,rare,,Red Bowtie,Sword,,,Snow White,,Vibe,,,9190,128.33,35,0,True
3028,,11,False,0,26,common,5,nice,,Coq Tags,Banger,Buckaroo,,Snow White,,Cornhusk,,,9191,128.33,35,0,True
3029,,11,False,0,26,common,4,nice,,,Hoops,,chikn Jockey,Snow White,,Plum,,,9198,128.14,35,0,True
3030,,11,False,0,26,common,5,nice,Golden Comb,,Gainz,Green Feet,,Snow White,,Plum,,,9200,128.09,35,0,True
3031,,11,False,0,26,common,4,Common,Laser Eye,,Toot-Toot,,,Snow White,,Periwinkle,,,9202,128.06,35,0,True
3032,,11,False,0,26,common,5,elite,Green Comb,Prized Coq,,Red Feet,,Frog Green,,Drummies,,,9206,128.03,35,0,True
3033,,17,False,0,38,common,5,rare,Winterproof,Lei,,Buckaroo,,Mutant Purple,,Periwinkle,,,9207,128.02,35,7,True
3034,,10,False,0,24,common,4,rare,,Coq Tags,Bone,,,Snow White,,Periwinkle,,,9210,127.96,35,0,True
3035,,10,False,0,24,common,5,rare,,Lei,Avax Banger,Red Feet,,Mutant Purple,,Turquoisey,,,9213,127.88,35,0,True
3036,,11,False,0,26,common,5,nice,Coachella,Purple Bowtie,,Golden Feet,,Snow White,,Royale,,,9217,127.85,35,0,True
3037,,11,False,0,26,common,3,legendary,Purple Comb,,,,,Celestial,,Royale,,,9220,127.8,35,0,True
3038,,10,False,0,24,common,5,nice,,Purple Bowtie,Shield,Golden Feet,,Snow White,,Cornhusk,,,9227,127.73,35,0,True
3039,,11,False,0,26,common,5,rare,Coachella,a little rag,,Red Feet,,Mutant Purple,,Vermillion,,,9231,127.66,35,0,True
3040,,32,False,0,68,common,4,elite,,,,Black Stilettos,Smokestack,Snow White,,Periwinkle,,,9236,127.52,35,0,True
3041,,11,False,0,26,common,5,nice,Coachella,Sash,,Celestial Feet,,Snow White,,Royale,,,9238,127.47,35,0,True
3042,,10,False,0,24,common,4,elite,Green Comb,Purple Bowtie,,,,Bullion,,Venus,,,9241,127.38,35,0,True
3043,,11,False,0,26,common,5,nice,,a little rag,Sword,Celestial Feet,,Snow White,,Vermillion,,,9245,127.34,35,0,True
3044,,10,False,0,24,common,5,rare,Beanie,Stethoscope,,All Stars,,Passion Red,,Turquoisey,,,9248,127.26,35,0,True
3045,,11,False,0,26,common,4,elite,,,Sword,Greaves,,Frog Green,,Cornhusk,,,9251,127.24,35,0,True
3046,,10,False,0,24,common,4,elite,Snorkel,,,Green Feet,,Snow White,,Drummies,,,9254,127.22,35,0,True
3047,,11,False,0,26,common,5,nice,,Sash,Starfish,Celestial Feet,,Snow White,,Tangerine,,,9259,127.13,35,0,True
3048,,10,False,0,24,common,4,rare,Gentlechikn,Joseph Drip,,,,Snow White,,Plum,,,9260,127.11,35,0,True
3049,,11,False,0,26,common,5,nice,,Prized Coq,Big Stick,Croqs,,Snow White,,Plum,,,9262,127.09,35,0,True
3050,,11,False,0,26,common,4,rare,,Bone Necklace,Spork,,,Nightstalker Blue,,Turquoisey,,,9265,127.08,35,0,True
3051,,11,False,0,26,common,5,nice,Roodboi Rootie,Red Bowtie,,Green Feet,,Snow White,,Tangerine,,,9269,127,35,0,True
3052,,11,False,0,26,common,3,elite,,,Lord Quas,,,Snow White,,Drummies,,,9270,126.93,35,0,True
3053,,11,False,0,26,common,5,nice,Gentleman's Pipe,Purple Bowtie,,Buckaroo,,Nightstalker Blue,,Turquoisey,,,9272,126.9,35,0,True
3054,,10,False,0,24,common,4,nice,Golden Comb,,Katana,,,Frog Green,,Periwinkle,,,9274,126.87,35,0,True
3055,,10,False,0,24,common,5,rare,,Purple Bowtie,Gainz,Red Feet,,Mutant Purple,,Plum,,,9276,126.83,35,0,True
3056,,10,False,0,24,common,3,legendary,Golden Comb,,,,,Celestial,,Cornhusk,,,9277,126.82,35,0,True
3057,,10,False,0,24,common,4,nice,Roodboi Rootie,Stethoscope,,,,Snow White,,Solana,,,9279,126.77,35,0,True
3058,,11,False,0,26,common,4,Common,3D Specs,,The Key,,,Snow White,,Turquoisey,,,9281,126.74,35,0,True
3059,,10,False,0,24,common,5,rare,Snorkel,Stethoscope,,Sneaker Head,,Snow White,,Turquoisey,,,9283,126.66,35,0,True
3060,,10,False,0,24,common,5,nice,,Lei,Big Ol' Corn Cob,Green Feet,,Snow White,,Royale,,,9285,126.62,35,0,True
3061,,10,False,0,24,common,4,elite,Chrome Dome,,,Red Feet,,Bullion,,Periwinkle,,,9286,126.62,35,0,True
3062,,10,False,0,24,common,4,nice,Framez,,,,chikn Jockey,Snow White,,Vermillion,,,9287,126.6,35,0,True
3063,,10,False,0,24,common,4,rare,,Shoulder Armour,CD-RW,,,Snow White,,Cornhusk,,,9289,126.56,35,0,True
3064,,10,False,0,24,common,4,rare,,,Spelunker,,,Mutant Purple,Avax Trim,Tangerine,,,9290,126.55,35,0,True
3065,,11,False,0,26,common,3,rare,Snorkel,,,,,Midnight,,Vibe,,,9292,126.44,35,0,True
3066,,11,False,0,26,common,3,elite,Roodboi Rootie,,,,,Passion Red,,Drummies,,,9294,126.43,35,0,True
3067,,11,False,0,26,common,3,rare,,,Shield,,,Nightstalker Blue,,Field,,,9299,126.33,35,0,True
3068,,10,False,0,24,common,4,elite,,Clockchain,,Red Stilettos,,Mutant Purple,,Turquoisey,,,9302,126.27,35,0,True
3069,,10,False,0,24,common,3,elite,,,,Red Stilettos,,Bullion,,Vibe,,,9303,126.21,35,0,True
3070,,11,False,0,26,common,4,nice,3D Specs,Red Bowtie,,,,Passion Red,,Miami,,,9309,126.15,35,0,True
3071,,11,False,0,26,common,3,elite,Roodboi Rootie,,,,,Nightstalker Blue,,Drummies,,,9310,126.11,35,0,True
3072,,11,False,0,26,common,5,elite,Purple Comb,Prized Coq,,Sneaker Head,,Bullion,,Cornhusk,,,9314,126.02,35,0,True
3073,,41,True,500,86,common,4,rare,Beret,Shoulder Armour,,,,Snow White,,Cornhusk,,,9325,125.89,35,3.88,True
3074,,11,False,0,26,common,4,rare,,Red Bowtie,Hoops,,,Mutant Purple,,Royale,,,9330,125.84,35,0,True
3075,,11,False,0,26,common,5,nice,Coachella,Lei,,Croqs,,Snow White,,Plum,,,9331,125.83,35,0,True
3076,,11,False,0,26,common,4,nice,Hairy Old Man,a little rag,,,,Snow White,,Venus,,,9335,125.8,35,0,True
3077,,10,False,0,24,common,5,elite,,Red Bowtie,The Key,Spurs,,Snow White,,Periwinkle,,,9336,125.78,35,0,True
3078,,23,False,0,50,common,4,elite,Framez,,,Spurs,,Nightstalker Blue,,Solana,,,9337,125.75,35,34.9,True
3079,,10,False,0,24,common,4,elite,,,Toot-Toot,Black Stilettos,,Mutant Purple,,Cornhusk,,,9340,125.68,35,0,True
3080,,10,False,0,24,common,3,legendary,,,,Golden Greaves,,Snow White,,Vibe,,,9342,125.64,35,0,True
3081,,10,False,0,24,common,4,elite,Cap,,,Croqs,,Bullion,,Vermillion,,,9344,125.55,35,0,True
3082,,24,False,0,52,common,4,elite,3D Specs,Make a Wish,,,,Mutant Purple,,Cornhusk,,,9349,125.46,35,4.7,True
3083,,9,False,0,22,common,4,rare,,,Home Run,Celestial Feet,,Mutant Purple,,Venus,,,9350,125.45,35,0,True
3084,,9,False,0,22,common,4,rare,Laser Eye,,,Red Feet,,Passion Red,,Farm,,,9351,125.43,35,0,True
3085,,10,False,0,24,common,5,nice,Celestial Comb,Sash,,Croqs,,Nightstalker Blue,,Solana,,,9352,125.43,35,0,True
3086,,11,False,0,26,common,4,nice,,Lei,Shovel,,,Snow White,,Solana,,,9360,125.36,35,0,True
3087,,11,False,0,26,common,4,Common,Gentleman's Pipe,,,,Gas Guzzler,Snow White,,Turquoisey,,,9364,125.27,35,0,True
3088,,10,False,0,24,common,4,rare,,Prized Coq,Fresh Fish,,,Passion Red,,Periwinkle,,,9366,125.23,35,0,True
3089,,11,False,0,26,common,4,rare,Purple Comb,,Fresh Fish,,,Frog Green,,Periwinkle,,,9367,125.22,35,0,True
3090,,11,False,0,26,common,5,nice,Woody,Red Bowtie,,Golden Feet,,Snow White,,Plum,,,9375,125.08,35,0,True
3091,,9,False,0,22,common,4,rare,,,Fancy Sword,Croqs,,Mutant Purple,,Vermillion,,,9376,125.04,35,0,True
3092,,9,False,0,22,common,4,rare,,Joseph Drip,The Key,,,Nightstalker Blue,,Turquoisey,,,9378,125.03,35,0,True
3093,,9,False,0,22,common,3,elite,Beret,,,,,Passion Red,,Drummies,,,9382,124.99,35,0,True
3094,,9,False,0,22,common,4,elite,,,Spork,Red Stilettos,,Snow White,,Periwinkle,,,9384,124.9,35,0,True
3095,,9,False,0,22,common,4,rare,Beanie,Bone Necklace,,,,Nightstalker Blue,,Turquoisey,,,9387,124.85,35,0,True
3096,,10,False,0,24,common,3,elite,Chrome Dome,,,,,Bullion,,Vermillion,,,9388,124.85,35,0,True
3097,,9,False,0,22,common,3,rare,Chrome Dome,,,,,Passion Red,,Field,,,9389,124.83,35,0,True
3098,,9,False,0,22,common,3,legendary,,,,Golden Greaves,,Midnight,,Cornhusk,,,9391,124.81,35,0,True
3099,,9,False,0,22,common,5,nice,Fez,Lei,,Buckaroo,,Snow White,,Cornhusk,,,9392,124.8,35,0,True
3100,,9,False,0,22,common,4,elite,,Prized Coq,,,,Mutant Purple,Black Trim,Drummies,,,9393,124.73,35,0,True
3101,,9,False,0,22,common,4,elite,Coachella,,,Red Stilettos,,Snow White,,Cornhusk,,,9394,124.72,35,0,True
3102,,23,False,0,50,common,4,elite,Purple Comb,Stop Loss,,,,Bullion,,Periwinkle,,,9397,124.64,35,0,True
3103,,9,False,0,22,common,5,nice,,Lei,9-iron,Green Feet,,Snow White,,Royale,,,9400,124.62,35,0,True
3104,,9,False,0,22,common,4,elite,Construction Helmet,,,Golden Feet,,Obsidian,,Cornhusk,,,9408,124.45,35,0,True
3105,,9,False,0,22,common,4,elite,Celestial Comb,Shoulder Armour,,,,Obsidian,,Turquoisey,,,9420,124.22,35,0,True
3106,,9,False,0,22,common,5,nice,Laser Eye,Red Bowtie,,Iron Claw,,Snow White,,Turquoisey,,,9425,124.12,35,0,True
3107,,39,False,0,82,common,5,rare,Winterproof,a little rag,,Ball'n Chain,,Snow White,,Turquoisey,,,9429,124.07,35,0,True
3108,,9,False,0,22,common,3,rare,Rosebud,,,,,Mutant Purple,,Plum,,,9431,124.01,35,0,True
3109,,9,False,0,22,common,5,rare,Purple Comb,,Spelunker,Celestial Feet,,Mutant Purple,,Cornhusk,,,9434,123.95,35,0,True
