ID,Name,KG,For Sale,Sale Price,EGG/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
8250,,45,False,0,12,elite,5,elite,hamlet,ethereum bling,popsicle,,,mutant purple,,vermillion,,,590,283.14,145,37.9,True
8251,Daft Cluck,53,False,0,14,legendary,6,legendary,daft punk,,summer days,,very fresh egg,passion red,cloud trim,vermillion,,,38,496.02,300,88,True
8252,,51,False,0,13.5,nice,5,rare,crusader,,blue bag,,red plumage,pixel-chan,,vibe,,,4260,157.33,95,9,True
8253,,50,False,0,13.25,common,4,elite,covid safe,,,blue feet,,crystalé,,vermillion,,,6875,122.25,93,38.5,True
8254,,27,False,0,7.5,nice,6,rare,maverick,,peacemaker,,led,frognation green,space trim,turquoisey,,,3515,168.91,95,31,True
8255,HODL HEN,31,True,200,8.5,rare,4,elite,all seeing eye,bitcoin maxi,,,,frognation green,,turquoisey,,,1055,248.09,138,54,True
8256,,41,False,0,11,common,4,Common,,hairy old man,,green feet,,mutant purple,,vermillion,,,9980,60.3,93,1.2,True
8257,,29,False,0,8,rare,6,rare,smoking lounge,purple bowtie,midas muscles,,liarliar,nightstalker blue,,vermillion,,,1675,215.65,138,1.5,True
8258,,12,False,0,3.75,common,4,nice,avax safety officer,hairy old man,,,,passion red,,vermillion,,,6143,131.45,93,0,True
8259,,33,False,0,9,nice,7,rare,blue mage,chains for days,spell wand,purple feet,orange plumage,rustic brown,,vermillion,,,2006,203.89,95,28.9,True
8260,,12,False,0,3.75,common,5,nice,red mage,wage slave,popsicle,,,nightstalker blue,,periwinkle,,,5867,134.95,93,0,True
8261,,27,False,0,7.5,common,5,rare,,black bandana,blue bag,green feet,,nightstalker blue,,vermillion,,,9043,93.87,93,24,True
8262,,21,True,999,6,common,7,nice,blue mage,hairy old man,summer days,green feet,liarliar,passion red,,vermillion,,,5821,135.58,93,0,True
8263,,22,False,0,6.25,elite,7,elite,sucker,red bowtie,karate kid,green feet,red plumage,mutant purple,,plum,,,778,265.68,145,0,True
8264,,32,False,0,8.75,common,4,rare,,,peacemaker,,gas guzzler,passion red,,royale,,,9481,85.07,93,19,True
8265,,26,False,0,7.25,nice,6,nice,construction helmet,red bowtie,hentai,,led,mutant purple,,venus,,,4013,161.09,95,0,True
8266,,17,False,0,5,common,5,nice,nerdlinger,ethereum bling,a fresh baguette,,,nightstalker blue,,royale,,,6880,122.23,93,26.8,True
8267,,34,False,0,9.25,common,4,Common,moustache,,,red feet,,mutant purple,,cornhusk,,,9083,93.26,93,32.3,True
8268,,33,False,0,9,nice,5,rare,purple sweatband,,popsicle,green kicks,,nightstalker blue,,vermillion,,,4628,151.68,95,15,True
8269,,35,False,0,9.5,common,5,rare,pillager,,cutlass,,orange plumage,mutant purple,,royale,,,7017,120.62,93,36,True
8270,,26,False,0,7.25,common,5,rare,,red bandana,,blue feet,red plumage,frognation green,,venus,,,8093,107.37,93,0,True
8271,,26,False,0,7.25,nice,7,nice,red mage,ethereum bling,a fresh baguette,purple feet,nyan,rustic brown,,vermillion,,,3759,164.85,95,0,True
8272,,39,False,0,10.5,common,4,elite,,purple bowtie,,green feet,,mutant purple,,cloud,,,8873,96.86,93,1.96,True
8273,,55,False,0,14.5,common,5,nice,savage beast,,blue bag,red feet,,passion red,,cornhusk,,,8311,104.64,93,25,True
8274,,25,False,0,7,common,5,nice,,chicken choker,mighty broadsword,red feet,,frognation green,,vermillion,,,8468,102.7,93,1.25,True
8275,,40,False,0,10.75,nice,5,rare,frothy crown,hairy old man,,,golden egg,rustic brown,,miami,,,3130,176.33,95,30,True
8276,,15,False,0,4.5,common,6,nice,gentleman's pipe,red bowtie,fresh fish,green feet,,mutant purple,,venus,,,5137,144.87,93,0,True
8277,,38,False,0,10.25,common,5,nice,,,hentai,,led,gameboy,blue trim,venus,,,5573,138.9,93,29.98,True
8278,,41,False,0,11,common,5,nice,,ethereum bling,a fresh baguette,,nyan,frognation green,,turquoisey,,,9029,94.31,93,16.9,True
8279,,37,False,0,10,rare,6,elite,cheeky redhead,,nugget wand,blue feet,very fresh egg,rustic brown,,turquoisey,,,1519,222.77,138,37.85,True
8280,,19,False,0,5.5,rare,6,elite,maverick,dollar chain,action shorts,purple feet,,frognation green,,royale,,,1835,209.91,138,38,True
8281,,46,False,0,12.25,nice,5,nice,pixel cigarette,wage slave,,red vans,,gameboy,,periwinkle,,,4262,157.31,95,33,True
8282,,21,False,0,6,rare,5,elite,moustache,second head,,purple feet,,mutant purple,,plum,,,1614,218.08,138,32,True
8283,,45,False,0,12,common,5,nice,gentleman's pipe,chains for days,,purple feet,,frognation green,,vermillion,,,6640,125.16,93,32,True
8284,,17,False,0,5,common,5,elite,,,old fashioned romance,blue feet,golden plumage,frognation green,,vermillion,,,8638,99.97,93,17.8,True
8285,,45,False,0,12,nice,7,nice,pillager,chicken choker,old fashioned romance,red vans,liarliar,gameboy,,royale,,,2315,195.19,95,28,True
8286,,37,False,0,10,rare,5,elite,avax safety officer,red bandana,mighty broadsword,,,nightstalker blue,,cloud,,,1643,217.03,138,0,True
8287,,43,False,0,11.5,rare,6,rare,avax safety officer,,big bag of cash,purple feet,,passion red,blue trim,nugget,,,1157,241.9,138,0,True
8288,,20,False,0,5.75,common,4,Common,cool dude 69,,,,very fresh egg,rustic brown,,vermillion,,,9492,84.78,93,1.29,True
8289,,32,False,0,8.75,common,6,rare,,hairy old man,big ol corn cob,,gas guzzler,nightstalker blue,avax trim,plum,,,7458,115.14,93,2.85,True
8290,,29,False,0,8,rare,7,legendary,hothead,dollar chain,peacemaker,purple feet,big mama fat pipes,rustic brown,,royale,,,866,259.54,138,8.9,True
8291,,45,False,0,12,nice,6,elite,pixel cigarette,,popsicle,green feet,red plumage,gameboy,,farm,,,2154,199.51,95,28,True
8292,,30,False,0,8.25,nice,5,elite,hothead,,nugget wand,,nyan,mutant purple,,vermillion,,,2068,202.01,95,0,True
8293,,30,False,0,8.25,common,5,nice,blue mage,,,red feet,liarliar,nightstalker blue,,periwinkle,,,7990,108.81,93,0,True
8294,,30,False,0,8.25,common,5,elite,top of the morning,,,purple feet,liarliar,passion red,,cloud,,,5260,143.06,93,0,True
8295,,30,False,0,8.25,common,5,nice,red mage,,a fresh baguette,,led,nightstalker blue,,tangerine,,,7551,114.23,93,0,True
8296,,30,False,0,8.25,common,4,rare,top of the morning,,old fashioned romance,,,pixel-chan,,plum,,,7572,113.97,93,0,True
8297,,30,False,0,8.25,common,4,rare,,,,green kicks,red plumage,passion red,,tangerine,,,7859,110.26,93,0,True
8298,,18,False,0,5.25,common,5,Common,,chicken choker,old fashioned romance,blue feet,,rustic brown,,cornhusk,,,9741,77.68,93,27.5,True
8299,,30,False,0,8.25,common,6,rare,nerdlinger,,popsicle,green feet,gas guzzler,rustic brown,,cornhusk,,,5542,139.45,93,0,True
8300,,29,False,0,8,nice,6,elite,,dollar chain,nugget wand,blue feet,nyan,passion red,,vermillion,,,4640,151.54,95,0,True
8301,,29,False,0,8,nice,5,rare,gentlechikn,,captain chimerica,,liarliar,frognation green,,tangerine,,,2125,200.44,95,0,True
8302,,18,False,0,5.25,common,5,Common,,,a fresh baguette,red feet,liarliar,mutant purple,,vermillion,,,9749,77.1,93,27.5,True
8303,,29,False,0,8,common,5,elite,,black bandana,,green feet,golden plumage,nightstalker blue,,periwinkle,,,6096,132.25,93,0,True
8304,,30,False,0,8.25,common,3,Common,admiral,,,,,mutant purple,,plum,,,8275,105.21,93,2,True
8305,,32,False,0,8.75,rare,6,elite,moustache,red bandana,summer days,red leather boots,,rustic brown,,cornhusk,,,1934,206.35,138,46,True
8306,,28,False,0,7.75,rare,5,legendary,sucker,,a fresh baguette,black vans,,celestial,,cornhusk,,,1814,210.58,138,0,True
8307,,52,False,0,13.75,common,5,rare,top of the morning,,old fashioned romance,,orange plumage,rustic brown,,cornhusk,,,8564,101.24,93,18,True
8308,,27,False,0,7.5,nice,5,rare,black sweatband,,popsicle,red feet,,bullion,,turquoisey,,,3797,164.33,95,0,True
8309,,52,False,0,13.75,common,5,nice,uniquehorn,,,green feet,very fresh egg,gameboy,,solana,,,7014,120.65,93,20.88,True
8310,,27,False,0,7.5,nice,4,rare,smoking lounge,,,blue kicks,,frognation green,,vermillion,,,4154,158.8,95,0,True
8311,,33,False,0,9,common,4,nice,,chains for days,,green feet,,nightstalker blue,,solana,,,9100,92.98,93,35,True
8312,,34,False,0,9.25,unique,8,unique,?,?,?,?,?,?,?,?,,,?,9045.14,53192,2500,True
8313,,29,False,0,8,rare,5,rare,smoking lounge,ethereum gwei guzzler,,,liarliar,frognation green,,tangerine,,,1040,249.05,138,33,True
8314,,19,False,0,5.5,common,4,nice,,,,red feet,led,rustic brown,,cornhusk,,,9909,68.63,93,28,True
8315,,46,False,0,12.25,rare,5,legendary,,black bandana,midas muscles,green feet,,celestial,,cornhusk,,,1332,232.21,138,4.9,True
8316,Bob,43,False,0,11.5,common,5,elite,,red bowtie,,purple feet,golden plumage,nightstalker blue,,vibe,,,5916,134.41,93,20,True
8317,,36,False,0,9.75,common,5,nice,crusader,,blue bag,,led,mutant purple,,cornhusk,,,6487,127,93,32,True
8318,,43,True,179,11.5,rare,4,elite,pixel cigarette,,big bag of cash,,,nightstalker blue,,moon,,,1974,205.17,138,0,True
8319,,47,False,0,12.5,common,5,rare,admiral,mim bling,,,orange plumage,frognation green,,venus,,,6506,126.74,93,25,True
8320,Captain Cockle,46,False,0,12.25,nice,5,rare,moustache,,captain chimerica,,liarliar,nightstalker blue,,plum,,,4609,152.05,95,31,True
8321,Bakunawa,50,False,0,13.25,rare,5,legendary,uniquehorn,,blue bag,,,celestial,avax trim,miami,"The Bakunawa is a serpent-like celestial dragon in Philippine mythology. It is believed to be the cause of eclipses, rains, and wind.",The Bakunawa is a serpent-like dragon in Philippine mythology.,1842,209.76,138,50,True
8322,,37,False,0,10,common,5,elite,,hairy old man,blue bag,,liarliar,mutant purple,,cloud,,,8321,104.6,93,48,True
8323,Johann Sebastian Boq,50,False,0,13.25,rare,7,rare,cool dude 69,ethereum bling,fresh fish,purple leather boots,gas guzzler,frognation green,,vermillion,,,1376,229.54,138,30,True
8324,,29,False,0,8,common,5,rare,maverick,,,,nyan,passion red,black trim,periwinkle,,,6558,126.16,93,43,True
8325,,39,False,0,10.5,common,4,nice,,bitcoin bling,old fashioned romance,,,rustic brown,,turquoisey,,,9401,86.9,93,30,True
8326,0xB0KB0K,39,False,0,10.5,rare,5,rare,pixel cigarette,ethereum gwei guzzler,,purple feet,,nightstalker blue,,plum,,,1692,214.77,138,0,True
8327,,12,False,0,3.75,common,5,rare,,chains for days,hentai,,golden egg,passion red,,vermillion,,,5971,133.7,93,0,True
8328,,40,False,0,10.75,common,5,rare,,,fresh fish,blue feet,,nightstalker blue,black trim,cornhusk,,,8646,99.85,93,10,True
8329,,40,False,0,10.75,common,4,rare,pillager,,,purple feet,,nightstalker blue,,vibe,,,7514,114.58,93,10,True
8330,,22,False,0,6.25,common,5,rare,,hairy old man,,purple feet,liarliar,passion red,,miami,,,8899,96.46,93,10,True
8331,,25,False,0,7,common,6,rare,,,blue bag,red feet,red plumage,nightstalker blue,black trim,vermillion,,,7376,116.29,93,18.9,True
8332,,41,False,0,11,common,4,nice,moustache,bitcoin bling,,,,rustic brown,,royale,,,8043,108.13,93,0,True
8333,,45,False,0,12,common,5,rare,,red bowtie,,green feet,nyan,pixel-chan,,turquoisey,,,9173,91.53,93,10,True
8334,,45,False,0,12,rare,5,legendary,avax safety officer,hairy old man,,real feet,,gameboy,,solana,,,1150,242.31,138,42,True
8335,,26,False,0,7.25,nice,6,rare,maverick,red bowtie,,,led,frognation green,space trim,periwinkle,,,3720,165.51,95,5,True
8336,,38,False,0,10.25,common,5,rare,maverick,,cutlass,,golden egg,mutant purple,,vermillion,,,5689,137.14,93,99,True
8337,,34,False,0,9.25,elite,4,legendary,savage beast,,,,gas guzzler,passion red,,galactic,,,611,280.31,145,47,True
8338,,52,False,0,13.75,nice,5,rare,,,,green feet,gas guzzler,pixel-chan,space trim,solana,,,4722,150.48,95,28,True
8339,,42,False,0,11.25,common,4,rare,,,,red feet,nyan,mutant purple,,miami,,,9505,84.57,93,28.8,True
8340,,32,True,120,8.75,nice,5,rare,deal with it,chicken choker,,black vans,,nightstalker blue,,miami,,,4796,149.37,95,48.94,True
8341,,29,False,0,8,common,5,Common,,red bowtie,old fashioned romance,red feet,,nightstalker blue,,cornhusk,,,9626,81.45,93,23,True
8342,,21,False,0,6,elite,8,rare,hubba bubba,purple bowtie,big ol corn cob,blue feet,nyan,passion red,avax trim,vibe,,,385,313.36,145,41.5,True
8343,,26,False,0,7.25,common,5,rare,pixel cigarette,,,purple feet,,frognation green,avax trim,miami,,,5528,139.64,93,3,True
8344,,26,False,0,7.25,nice,5,rare,laser eye,,old fashioned romance,,nyan,passion red,,vermillion,,,2748,184.34,95,0,True
8345,,20,False,0,5.75,common,5,nice,,chains for days,summer days,,liarliar,mutant purple,,vermillion,,,9469,85.43,93,3,True
8346,Kanye West,31,True,199,8.5,common,5,rare,,chains for days,,green feet,orange plumage,gameboy,,vermillion,,,8774,98.15,93,16.99,True
8347,,46,False,0,12.25,nice,5,legendary,,,popsicle,,big mama fat pipes,frognation green,blue trim,plum,,,4757,149.99,95,0,True
8348,,29,False,0,8,nice,5,elite,,avax bling,,black vans,,passion red,avax trim,cloud,,,4860,148.54,95,30,True
8349,,45,False,0,12,nice,4,legendary,,avax degen,,green feet,,passion red,,venus,,,2409,192.89,95,1.5,True
8350,,49,False,0,13,common,5,rare,top of the morning,hairy old man,blue bag,,,pixel-chan,,cornhusk,,,7775,111.42,93,31,True
8351,,39,False,0,10.5,common,4,nice,,,peacemaker,,very fresh egg,nightstalker blue,,periwinkle,,,9821,73.74,93,3.95,True
8352,,31,False,0,8.5,common,6,rare,red mage,,summer days,purple feet,orange plumage,rustic brown,,cornhusk,,,6193,130.66,93,34,True
8353,,43,False,0,11.5,rare,6,elite,luckiest red cap,chains for days,,blue feet,led,mutant purple,,miami,,,1492,223.86,138,34.8,True
8354,,4,False,0,1.75,common,4,nice,,,,red feet,nyan,rustic brown,,tangerine,,,9816,74.06,93,1.3,True
8355,,26,False,0,7.25,common,5,rare,uniquehorn,blue bandana,,purple feet,,passion red,,turquoisey,,,5060,145.74,93,1.9,True
8356,,40,False,0,10.75,common,5,nice,nerdlinger,,cutlass,,led,gameboy,,cornhusk,,,6310,129.01,93,18.8,True
8357,,20,False,0,5.75,common,4,rare,,,,blue feet,very fresh egg,pixel-chan,,vermillion,,,9938,66.46,93,0,True
8358,,44,False,0,11.75,common,5,nice,blue mage,,,black vans,,rustic brown,avax trim,vermillion,,,6273,129.66,93,1,True
8359,Cluckoff,45,False,0,12,rare,7,elite,covid safe,mim og,,green feet,liarliar,rustic brown,blue trim,miami,,,807,264.03,138,30,True
8360,,29,False,0,8,nice,7,nice,deal with it,avax bling,blue bag,purple feet,led,passion red,,royale,,,3661,166.46,95,24,True
8361,,23,False,0,6.5,nice,5,elite,,red bandana,a fresh baguette,,golden plumage,mutant purple,,vibe,,,4766,149.86,95,24.8,True
8362,,26,False,0,7.25,nice,5,rare,goose,mim bling,,,,nightstalker blue,black trim,royale,,,2109,200.94,95,0,True
8363,,45,False,0,12,common,5,nice,construction helmet,hairy old man,,purple feet,,frognation green,,solana,,,6450,127.43,93,24.5,True
8364,DA GOOSE,54,False,0,14.25,nice,5,rare,goose,black bandana,,,nyan,nightstalker blue,,royale,,,2888,181.44,95,45,True
8365,,46,False,0,12.25,common,4,nice,pixel cigarette,,old fashioned romance,,,mutant purple,,vermillion,,,8996,94.86,93,25,True
8366,,40,False,0,10.75,common,6,nice,covid safe,,blue bag,red feet,nyan,nightstalker blue,,venus,,,6149,131.38,93,24,True
8367,,33,False,0,9,common,5,Common,black sweatband,,,blue feet,liarliar,mutant purple,,vermillion,,,9393,87.08,93,31,True
8368,,32,False,0,8.75,elite,6,elite,blue mage,mim og,blue bag,green kicks,,passion red,,royale,,,771,266.12,145,37,True
8369,,43,False,0,11.5,common,5,rare,pillager,,big ol corn cob,,nyan,rustic brown,,miami,,,7756,111.7,93,30,True
8370,,27,False,0,7.5,rare,6,legendary,,bitcoin bling,peacemaker,blue kicks,,celestial,black trim,plum,,,1243,236.73,138,47.6,True
8371,,32,False,0,8.75,common,5,rare,moustache,red bandana,cutlass,,,mutant purple,,cornhusk,,,5556,139.21,93,0,True
8372,,32,False,0,8.75,common,5,nice,,,mighty broadsword,blue kicks,,mutant purple,blue trim,cornhusk,,,7527,114.5,93,0,True
8373,,40,False,0,10.75,nice,5,rare,,black bandana,big ol corn cob,comfortable uggs,,rustic brown,,tangerine,,,4576,152.64,95,9.9,True
8374,,18,False,0,5.25,nice,6,elite,,hairy old man,action shorts,red vans,nyan,passion red,,vermillion,,,3124,176.41,95,16.5,True
8375,Aladdin,42,False,0,11.25,elite,6,elite,mysterious fez,bitcoin maxi,a fresh baguette,,very fresh egg,mutant purple,,plum,,,667,274.88,145,44,True
8376,,42,False,0,11.25,elite,8,elite,top of the morning,mim bling,blue bag,red feet,golden plumage,frognation green,blue trim,vermillion,,,215,360.26,145,60,True
8377,,33,False,0,9,nice,5,elite,black sweatband,,,green kicks,nyan,crystalé,,periwinkle,,,2753,184.26,95,25,True
8378,Armgold SchwartzenEgger,43,False,0,11.5,nice,5,rare,,dollar chain,midas muscles,black vans,,passion red,,plum,,,3225,174.33,95,0,True
8379,,52,False,0,13.75,rare,6,elite,pillager,second head,,blue feet,very fresh egg,gameboy,,vermillion,,,1774,212.06,138,26,True
8380,,53,False,0,14,common,5,rare,,wage slave,popsicle,,golden egg,rustic brown,,cornhusk,,,7314,117.02,93,23.9,True
8381,,30,False,0,8.25,nice,5,rare,black sweatband,red bowtie,,green kicks,,pixel-chan,,cornhusk,,,4880,148.31,95,22,True
8382,,31,True,199,8.5,nice,5,rare,charcoal brunette,purple bowtie,,,orange plumage,mutant purple,,cornhusk,,,4748,150.12,95,21.5,True
8383,,31,False,0,8.5,nice,6,rare,hubba bubba,black bandana,big ol corn cob,purple feet,,rustic brown,,cornhusk,,,4868,148.38,95,42,True
8384,,25,False,0,7,legendary,5,legendary,daft punk,,action shorts,,led,passion red,,vermillion,,,35,503.9,300,180,True
8385,,52,False,0,13.75,common,6,nice,moustache,hairy old man,,red feet,led,frognation green,,vermillion,,,7370,116.35,93,31,True
8386,,54,False,0,14.25,common,6,rare,savage beast,black bandana,peacemaker,green feet,,nightstalker blue,,cornhusk,,,5785,135.98,93,35,True
8387,,20,False,0,5.75,common,5,nice,cool dude 69,ethereum bling,,,led,nightstalker blue,,vermillion,,,7712,112.17,93,18,True
8388,,23,False,0,6.5,nice,6,nice,frothy crown,purple bowtie,,blue kicks,nyan,rustic brown,,cornhusk,,,3517,168.89,95,1.5,True
8389,,47,False,0,12.5,common,4,nice,,,summer days,red feet,,gameboy,,turquoisey,,,9139,92.14,93,38.99,True
8390,,21,False,0,6,common,4,nice,,,a fresh baguette,,led,rustic brown,,tangerine,,,9789,75.15,93,24.9,True
8391,Drumstick,29,False,0,8,rare,6,elite,mysterious fez,,nugget wand,red feet,led,rustic brown,,turquoisey,,,1241,236.88,138,23.5,True
8392,,1,False,0,1,elite,6,rare,avax safety officer,,,purple leather boots,led,rustic brown,space trim,venus,,,726,268.95,145,0,True
8393,,1,False,0,1,common,4,nice,covid safe,,,,led,frognation green,,cornhusk,,,9369,87.59,93,0,True
8394,,1,False,0,1,nice,4,nice,mfd,bitcoin bling,,,,frognation green,,royale,,,4353,156.15,95,0,True
8395,,1,False,0,1,common,5,rare,construction helmet,red bandana,peacemaker,,,rustic brown,,vermillion,,,6293,129.21,93,0,True
8396,,1,False,0,1,common,5,rare,,hairy old man,peacemaker,,orange plumage,gameboy,,tangerine,,,8889,96.57,93,0,True
8397,,1,False,0,1,common,5,nice,,ethereum bling,peacemaker,,nyan,rustic brown,,cornhusk,,,9456,85.59,93,0,True
8398,,1,False,0,1,common,5,rare,top of the morning,,peacemaker,,nyan,passion red,,nugget,,,6836,122.74,93,0,True
8399,,1,False,0,1,common,5,Common,covid safe,wage slave,,,liarliar,nightstalker blue,,vermillion,,,8838,97.32,93,0,True
8400,,1,False,0,1,elite,6,elite,pineapple,ethereum bling,,blue feet,orange plumage,pixel-chan,,moon,,,278,338.21,145,0,True
8401,,1,False,0,1,rare,5,elite,frothy crown,dollar chain,,,,mutant purple,cloud trim,nugget,,,1640,217.18,138,0,True
8402,,1,False,0,1,common,5,nice,covid safe,,old fashioned romance,,nyan,mutant purple,,cornhusk,,,8973,95.38,93,0,True
8403,,1,False,0,1,elite,6,legendary,all seeing eye,avax degen,blue bag,,golden egg,crystalé,,miami,,,220,358.51,145,0,True
8404,,41,False,0,11,common,6,Common,nerdlinger,,old fashioned romance,green feet,very fresh egg,rustic brown,,vermillion,,,7810,110.9,93,2.9,True
8405,,29,False,0,8,common,5,nice,savage beast,hairy old man,summer days,,,frognation green,,turquoisey,,,8188,106.3,93,7,True
8406,,33,False,0,9,nice,5,rare,charcoal brunette,chains for days,,green feet,,mutant purple,,vermillion,,,3891,162.9,95,3.2,True
8407,,45,False,0,12,common,3,Common,,purple bowtie,,,,rustic brown,,cornhusk,,,9815,74.17,93,22,True
8408,,47,True,1420,12.5,nice,4,rare,smoking lounge,mim bling,,,,nightstalker blue,,vermillion,,,4199,158.08,95,25,True
8409,,41,False,0,11,common,5,rare,black sweatband,,,,orange plumage,passion red,avax trim,solana,,,6635,125.25,93,2.75,True
8410,,19,False,0,5.5,nice,5,rare,gentleman's pipe,ethereum bling,mighty broadsword,,,pixel-chan,,plum,,,4942,147.37,95,7.1,True
8411,Emin,34,True,400,9.25,rare,5,elite,avax safety officer,,peacemaker,purple feet,,mutant purple,,farm,,,1822,210.34,138,5,True
8412,,31,False,0,8.5,nice,7,rare,black sweatband,purple bowtie,blue bag,comfortable uggs,nyan,rustic brown,,miami,,,2072,201.91,95,24.9,True
8413,,35,False,0,9.5,common,5,nice,covid safe,,,green feet,led,rustic brown,,turquoisey,,,8517,101.89,93,40.85,True
8414,,41,False,0,11,nice,5,rare,cool dude 69,dollar chain,captain chimerica,,,mutant purple,,vermillion,,,3982,161.61,95,3.1,True
8415,Princess Lay-a,47,False,0,12.5,rare,5,legendary,mysterious fez,red bowtie,,,big mama fat pipes,bullion,,plum,"They think I'm some kind of space bitch. I have no friends, no family; my planet was blown up in seconds ... so all I have is a cause xxx",May the Force be with you,1368,229.87,138,48,True
8416,,33,False,0,9,common,5,rare,covid safe,black bandana,,green feet,,pixel-chan,,vermillion,,,6478,127.15,93,22,True
8417,,22,False,0,6.25,nice,7,rare,admiral,ethereum bling,big ol corn cob,green feet,gas guzzler,mutant purple,,vermillion,,,4333,156.47,95,25.9,True
8418,,52,False,0,13.75,nice,5,rare,goose,,,blue feet,,passion red,space trim,turquoisey,,,2232,197.3,95,27.99,True
8419,,46,True,5000,12.25,legendary,7,legendary,golden bone daddy,blue bandana,fresh fish,purple leather boots,liarliar,passion red,,cornhusk,,,26,524.41,300,109,True
8420,,39,False,0,10.5,nice,7,nice,blue mage,red bowtie,peacemaker,blue feet,red plumage,nightstalker blue,,tangerine,,,4993,146.61,95,10,True
8421,Dwayne “The Coq” Johnson,54,False,0,14.25,rare,7,legendary,black sweatband,ethereum bling,blue bag,real feet,very fresh egg,nightstalker blue,,vermillion,,,1480,224.24,138,24.86,True
8422,,18,False,0,5.25,common,6,rare,pixel cigarette,black bandana,summer days,,nyan,nightstalker blue,,periwinkle,,,5043,145.99,93,11,True
8423,,43,False,0,11.5,rare,4,elite,,second head,,,,mutant purple,cloud trim,vermillion,,,1946,205.99,138,29.92,True
8424,Mitsu,45,False,0,12,elite,8,rare,savage beast,hairy old man,big ol corn cob,green feet,nyan,nightstalker blue,black trim,periwinkle,,,353,318.92,145,58.31,True
8425,,23,True,2000,6.5,common,4,nice,,purple bowtie,,blue feet,,gameboy,,cornhusk,,,9937,66.47,93,8,True
8426,,30,False,0,8.25,nice,5,elite,covid safe,,,blue feet,red plumage,crystalé,,cloud,,,3582,167.81,95,10,True
8427,,40,False,0,10.75,common,5,rare,,wage slave,,,orange plumage,frognation green,black trim,cornhusk,,,8615,100.35,93,4.1,True
8428,,45,False,0,12,common,3,nice,,,summer days,,,frognation green,,periwinkle,,,9289,89.39,93,31.5,True
8429,,33,False,0,9,nice,5,rare,mysterious fez,,big ol corn cob,green feet,,nightstalker blue,,cornhusk,,,4626,151.7,95,12,True
8430,,48,False,0,12.75,common,5,nice,covid safe,red bowtie,a fresh baguette,,,frognation green,,vermillion,,,8730,98.72,93,0,True
8431,,21,False,0,6,common,5,elite,,purple bowtie,,red leather boots,red plumage,passion red,,vermillion,,,5535,139.52,93,0,True
8432,,36,False,0,9.75,common,5,rare,,bitcoin bling,captain chimerica,green feet,,nightstalker blue,,vermillion,,,5820,135.6,93,2,True
8433,,37,False,0,10,common,6,rare,,blue bandana,summer days,red feet,gas guzzler,passion red,,cornhusk,,,5927,134.24,93,0,True
8434,,37,False,0,10,common,5,nice,,wage slave,cutlass,,liarliar,mutant purple,,periwinkle,,,8598,100.59,93,13.6,True
8435,,48,False,0,12.75,common,6,nice,,purple bowtie,summer days,blue feet,liarliar,passion red,,periwinkle,,,9390,87.14,93,0,True
8436,,48,False,0,12.75,common,5,nice,savage beast,avax bling,,,red plumage,nightstalker blue,,vermillion,,,8318,104.61,93,0,True
8437,,37,False,0,10,common,4,nice,moustache,,,blue feet,,mutant purple,,solana,,,8840,97.31,93,21.9,True
8438,,29,False,0,8,nice,5,rare,saint,,a fresh baguette,red feet,,nightstalker blue,,vibe,,,3163,175.65,95,1.59,True
8439,,43,False,0,11.5,nice,4,legendary,covid safe,,,,big mama fat pipes,bullion,,royale,,,3679,166.19,95,5,True
8440,,40,False,0,10.75,common,4,nice,,,,blue kicks,very fresh egg,rustic brown,,venus,,,9106,92.85,93,24.9,True
8441,,30,True,222,8.25,elite,5,elite,hamlet,,summer days,,liarliar,mutant purple,,venus,,,760,266.87,145,0,True
8442,,61,False,0,16,common,3,elite,,,,,golden plumage,frognation green,,solana,,,6560,126.13,93,36.99,True
8443,,44,False,0,11.75,nice,6,nice,construction helmet,ethereum bling,,purple feet,led,passion red,,turquoisey,,,4713,150.59,95,50,True
8444,,15,False,0,4.5,common,6,nice,deal with it,,big ol corn cob,purple feet,led,mutant purple,,cornhusk,,,6440,127.57,93,26.7,True
8445,,37,False,0,10,common,4,nice,,,,blue feet,led,frognation green,,vermillion,,,9993,57.89,93,33,True
8446,,21,False,0,6,legendary,5,elite,murica,,,comfortable uggs,,nightstalker blue,black trim,royale,,,191,370.91,300,40,True
8447,,43,False,0,11.5,common,6,nice,top of the morning,ethereum bling,mighty broadsword,blue feet,,mutant purple,,vermillion,,,6080,132.47,93,4.5,True
8448,,32,False,0,8.75,common,6,nice,construction helmet,purple bowtie,,red feet,liarliar,passion red,,periwinkle,,,6614,125.51,93,28,True
8449,,33,False,0,9,nice,5,rare,hubba bubba,,,green kicks,golden egg,mutant purple,,plum,,,3751,165.03,95,21,True
8450,,20,False,0,5.75,common,5,rare,,black bandana,,rollerderby,liarliar,nightstalker blue,,cornhusk,,,6098,132.19,93,33,True
8451,,36,False,0,9.75,common,5,nice,cool dude 69,hairy old man,,,led,gameboy,,vermillion,,,7987,108.88,93,25.5,True
8452,,31,True,300,8.5,common,5,rare,,hairy old man,big ol corn cob,rollerderby,,rustic brown,,vibe,,,6067,132.6,93,3.7,True
8453,,48,False,0,12.75,common,3,nice,lucky blue cap,,,,,frognation green,,turquoisey,,,6218,130.29,93,19,True
